,station_name,poi_name,latitude,longitude,address,distance_m,category
1073,"8th & Mifflin, Bok Building",Two Persons,39.924876649956374,-75.15971894185697,"821 Dudley St, Philadelphia, PA 19148",65,Coffee Shop
1079,"8th & Mifflin, Bok Building",Happy Garden Chinese Food,39.924368563991706,-75.1608405752021,"9th St and McKean St, Philadelphia, PA 19148",163,Chinese Restaurant
1081,25th & Locust,Ambrosia Ristorante BYOB,39.949964492464765,-75.17958806413459,"231 S 24th St, Philadelphia, PA 19103",120,Italian Restaurant
1086,25th & Locust,Rosy's Taco Bar,39.95110946130918,-75.17851029130975,"2220 Walnut St, Philadelphia, PA 19103",258,Taco Restaurant
1089,25th & Locust,Trattoria Carina,39.94873942033822,-75.17804745356825,"2201 Spruce St (22nd St), Philadelphia, PA 19103",272,Italian Restaurant
1092,Broad & Girard,Cameron's Seafood,39.9706452560659,-75.16013916420667,"1600 Fairmount Ave (16th & Fairmount), Philadelphia, PA 19130",104,Seafood Restaurant
1096,Broad & Girard,Libertee Grounds,39.971599334023246,-75.16321131961746,"1600 W Girard Ave, Philadelphia, PA 19130",279,Beer Bar
1098,Broad & Girard,Vineyards Cafe,39.96984341458582,-75.1629700916429,"847 N 16th St, Philadelphia, PA 19130",322,Coffee Shop
1099,Broad & Girard,Lorraine,39.96799374905181,-75.16237877250926,"1502 Brown St, Philadelphia, PA 19130",448,Bar
1100,2nd & Brown,Circles Contemporary Thai,39.96336864566448,-75.1409057208259,"812 N 2nd St (at Poplar St), Philadelphia, PA 19123",37,Thai Restaurant
1103,2nd & Brown,Druid's Keep,39.9628465125504,-75.14002461342288,"149 Brown St, Philadelphia, PA 19123",84,Bar
1104,2nd & Brown,Bourbon & Branch,39.96207900303526,-75.14112050217588,"705 N 2nd St, Philadelphia, PA 19123",107,Restaurant
1110,4th & Wood,Radicchio Cafe,39.95663658958185,-75.14609482694472,"314 York Ave (4th Street), Philadelphia, PA 19106",31,Italian Restaurant
1113,4th & Wood,Kisso Sushi Bar,39.95427766849037,-75.1464039502837,"205 N 4th St (4th & Race), Philadelphia, PA 19106",278,Sushi Restaurant
1114,4th & Wood,Cafe Ole,39.953501708943776,-75.14485180486929,"147 N 3rd St (at Quarry St.), Philadelphia, PA 19106",366,Coffee Shop
1115,4th & Wood,Race Street Cafe,39.95382321606454,-75.14332550924263,"208 Race St, Philadelphia, PA 19106",383,Bar
1117,4th & Wood,United By Blue Coffeehouse and Clothier,39.953862,-75.143,"144 N 2nd St (at Race St), Philadelphia, PA 19106",395,Coffee Shop
1118,4th & Wood,La Locanda Del Ghiottone,39.95304470547211,-75.14512461415435,"130 N 3rd St (at Cherry St), Philadelphia, PA 19106",412,Italian Restaurant
1119,4th & Wood,Tuna Bar,39.95400750703029,-75.14320998562664,"205 Race St, Philadelphia, PA 19106",371,Sushi Restaurant
1121,4th & Christian,Kawaii Kitty Cafe,39.9386339371377,-75.14967150086848,"759 S 4th St, Philadelphia, PA 19147",187,Café
1122,4th & Christian,New Wave Cafe,39.938004106979626,-75.1484431931029,"784 S 3rd St (at Catherine St), Philadelphia, PA 19147",196,Sports Bar
1124,4th & Christian,Shot Tower Coffee,39.93772458280365,-75.15323623233851,"542 Christian St (at 6th St), Philadelphia, PA 19147",254,Coffee Shop
1128,4th & Christian,Royal Sushi & Izakaya,39.938008678666115,-75.14640796478119,"780 S 2nd St, Philadelphia, PA 19147",355,Japanese Restaurant
1131,Broad & Passyunk ,Ristorante Pesto,39.92633847119804,-75.16918073650385,"1915 S Broad St (btwn McKean St & Mifflin St), Philadelphia, PA 19148",91,Italian Restaurant
1133,Broad & Passyunk ,Le Virtù,39.926044241224766,-75.16788506398544,"1927 E Passyunk Ave, Philadelphia, PA 19148",114,Italian Restaurant
1134,Broad & Passyunk ,Pistolas Del Sur,39.92580469120962,-75.16863792793261,"1934 E Passyunk Ave, Philadelphia, PA 19148",46,Mexican Restaurant
1137,Broad & Passyunk ,Green Olives Cafe,39.92563545710998,-75.168356342766,"1941 E Passyunk Ave (Juniper Street), Philadelphia, PA 19148",59,Mediterranean Restaurant
1138,Broad & Passyunk ,Fuel,39.92633186526494,-75.16766362535178,"1917 E Passyunk Ave (Mifflin St.), Philadelphia, PA 19148",147,New American Restaurant
1139,Broad & Passyunk ,Stargazy,39.92679571550138,-75.16735612833608,"1838 E Passyunk Ave (Mifflin), Philadelphia, PA 19148",201,English Restaurant
1142,49th & Chester,Little Delicious,39.94160911885587,-75.2123705788031,"4821 Woodland Ave, Philadelphia, PA 19143",388,Caribbean Restaurant
1143,49th & Chester,Vietnam Cafe,39.94808268068866,-75.21707201589001,"816 S 47th St (at Baltimore Ave), Philadelphia, PA 19143",497,Vietnamese Restaurant
1149,49th & Chester,Vientiane Café,39.948471433551205,-75.21794011499348,"4728 Baltimore Ave (at S 47th St), Philadelphia, PA 19143",557,Asian Restaurant
1153,5th & Willow,Starbucks,39.96034,-75.147671,"456 N 5th St, Philadelphia, PA 19123",99,Coffee Shop
1155,5th & Willow,Radicchio Cafe,39.95663658958185,-75.14609482694472,"314 York Ave (4th Street), Philadelphia, PA 19106",334,Italian Restaurant
1160,Cobbs Creek & Florence,Beaumont lounge,39.93845436383958,-75.23198449448063,"5800 beaumont ave, Philadelphia, PA 19143",170,Bar
1163,Cobbs Creek & Florence,Maggiano's Little Italy,39.93988425344308,-75.24071942130995,"8500 Essington Ave, Philadelphia, PA 19153",642,Italian Restaurant
1165,Cobbs Creek & Florence,Freak a leaks,39.94061060902744,-75.23711257114896,"Philadelphia, PA 19143",432,Bar
1166,Cobbs Creek & Florence,Kim's,39.935740935791806,-75.22884102774584,"Philadelphia, PA 19143",470,American Restaurant
1170,11th & Wood,The Trestle Inn,39.95884296625862,-75.15666079997288,"339 N 11th St (at Callowhill St), Philadelphia, PA 19107",74,Whisky Bar
1171,11th & Wood,Elixr Coffee Roasters,39.95815106712113,-75.15818075361338,"315 N 12th St, Philadelphia, PA 19107",127,Coffee Shop
1172,11th & Wood,Vietnam Restaurant,39.95630013182966,-75.15731786783043,"221 N 11th St, Philadelphia, PA 19107",214,Vietnamese Restaurant
1180,50th & Baltimore,Satellite Cafe,39.94783793467308,-75.22271117503848,"701 S 50th St (49th Street), Philadelphia, PA 19143",25,Café
1182,50th & Baltimore,Booker's Restaurant & Bar,39.947997946731576,-75.22430911859367,"5021 Baltimore Ave (51st St.), Philadelphia, PA 19143",112,Southern Food Restaurant
1184,50th & Baltimore,Hibiscus Cafe,39.948471215129544,-75.22171697401616,"4907 Catharine St (at Baltimore Ave), Philadelphia, PA 19143",131,Juice Bar
1191,12th & Filbert,Maggiano's,39.95292160797807,-75.16006826781546,"1201 Filbert St (at 12th St.), Philadelphia, PA 19107",31,Italian Restaurant
1196,12th & Filbert,Little Thai Market,39.953232768854384,-75.15927221109645,"51 N 12th St # 39 (at Filbert), Philadelphia, PA 19107",71,Thai Restaurant
1198,12th & Filbert,Four Seasons Juice Bar,39.95341306070958,-75.15959480031424,"12th and Filbert, Philadelphia, PA 19107",77,Juice Bar
1201,36th & Sansom,Dig,39.953711867797736,-75.19500879004374,"140 S 36th St, Philadelphia, PA 19104",21,Vegan and Vegetarian Restaurant
1203,36th & Sansom,Louie Louie,39.953459,-75.196005,"3611 Walnut St, Philadelphia, PA 19104",110,Restaurant
1204,36th & Sansom,Pod,39.95397077351332,-75.19603698857105,"3600 Sansom St (btw 36th & 37th), Philadelphia, PA 19104",107,Asian Restaurant
1206,36th & Sansom,"Ochatto Hand Drawn Noodles, Japanese Cuisine & Bubble Tea",39.95461083295415,-75.1950536713487,"3608 Chestnut St, Philadelphia, PA 19104",92,Japanese Restaurant
1209,36th & Sansom,White Dog Cafe University City,39.95354810000001,-75.1929486,"3420 Sansom St, Philadelphia, PA 19104",159,American Restaurant
1210,23rd & Fairmount,Zorba's Tavern,39.96729520762904,-75.1749246870816,"2230 Fairmount Ave, Philadelphia, PA 19130",20,Greek Restaurant
1211,23rd & Fairmount,A Mano,39.96713333117579,-75.17527112771288,"2244 Fairmount Ave, Philadelphia, PA 19130",38,Italian Restaurant
1212,23rd & Fairmount,La Calaca Feliz,39.96763782322356,-75.17608745039246,"2321 Fairmount Ave (btwn 23rd St & 24th St), Philadelphia, PA 19130",89,Mexican Restaurant
1215,23rd & Fairmount,The Bishop's Collar,39.96743480965734,-75.17697414917197,"2349 Fairmount Ave (at 24th St), Philadelphia, PA 19130",162,Bar
1219,23rd & Fairmount,Luigi's Pizza Fresca,39.96733923741146,-75.17700588849584,"2401 Fairmount Ave (at 24th St), Philadelphia, PA 19130",165,Italian Restaurant
1230,16th & Arch,Capriccio Cafe,39.95528463080057,-75.16668257276343,"110 N 16th St (at Benjamin Franklin Pkwy), Philadelphia, PA 19102",41,Café
1233,16th & Arch,Amuse at Le Meridien,39.954303678615744,-75.16429148186037,"1421 Arch St, Philadelphia, PA 19102",192,French Restaurant
1238,16th & Arch,Sweetgreen,39.95310123375468,-75.16731901107282,"1601 Market St (16th Street), Philadelphia, PA 19103",255,Salad Restaurant
1240,50th & Woodland,Little Delicious,39.94160911885587,-75.2123705788031,"4821 Woodland Ave, Philadelphia, PA 19143",239,Caribbean Restaurant
1245,50th & Woodland,State Burners,39.938805127469706,-75.21579977974152,"Philadelphia, PA 19143",209,Bar
1253,"18th & Washington, Chew Playground",American Sardine Bar,39.93666364893693,-75.17358814869525,"1800 Federal St (at 18th St), Philadelphia, PA 19146",194,Bar
1254,"18th & Washington, Chew Playground",L'Anima,39.939471000000005,-75.17119100000001,"1001 S 17th St (Carpenter), Philadelphia, PA 19146",213,Italian Restaurant
1260,7th & Passyunk,Taco Heart,39.936336388889,-75.15532847435854,"1001 E Passyunk Ave, Philadelphia, PA 19147",7,Taco Restaurant
1262,7th & Passyunk,Grace and Proper,39.937201,-75.156566,"941 S 8th St, Philadelphia, PA 19147",143,Cocktail Bar
1263,7th & Passyunk,Ba Le Bakery,39.93513415417073,-75.15434171861877,"606 Washington Ave (at 6th St), Philadelphia, PA 19147",159,Vietnamese Restaurant
1265,7th & Passyunk,Cafe Diem,39.93613817570889,-75.15693366921008,"1031 S 8th St (8th St. and Washington Ave), Philadelphia, PA 19147",145,Vietnamese Restaurant
1269,7th & Passyunk,The Dive Bar,39.93690979752167,-75.15489846073878,"947 E Passyunk Ave (at 7th St.), Philadelphia, PA 19147",66,Dive Bar
1271,"Broad & Ontario, Temple Hospital",Caribbean Feast Cuisine,40.003221357986114,-75.15167280983864,"1338 Rising Sun Ave (Broad St.), Philadelphia, PA 19140",201,Caribbean Restaurant
1272,"Broad & Ontario, Temple Hospital",Starbucks,40.00451877764395,-75.15274549806354,"3340 N Broad St, Philadelphia, PA 19140",60,Coffee Shop
1279,"Broad & Ontario, Temple Hospital",Saffron Indian Cuisine,40.002319138072394,-75.15263697152251,"3240 N Broad St, Philadelphia, PA 19140",294,Indian Restaurant
1289,Race Street Pier,Ristorante La Veranda,39.951126328951005,-75.14018926636767,"30 N Christopher Columbus Blvd, Philadelphia, PA 19106",287,Italian Restaurant
1294,7th & Dickinson,Benna's Cafe,39.932903526889746,-75.15758664575547,"1236 S 8th St (at Wharton St), Philadelphia, PA 19147",318,Coffee Shop
1295,7th & Dickinson,Grindcore House,39.92905783936221,-75.15194336145605,"1515 S 4th St (Greenwich), Philadelphia, PA 19147",397,Coffee Shop
1296,7th & Dickinson,Fountain Porter,39.92958942263536,-75.16142437284805,"1601 S 10th St (at Tasker St), Philadelphia, PA 19148",436,Bar
1297,7th & Dickinson,Grumpy's Tavern,39.929800808337745,-75.15979313861017,"1525 S 9th St, Philadelphia, PA 19147",295,Dive Bar
1298,7th & Dickinson,Triangle Tavern,39.93220277721176,-75.16108015655877,"1338 S 10th St, Philadelphia, PA 19147",459,Bar
1311,8th & Market,Morimoto,39.949607,-75.153344,"723 Chestnut St (at 7th St), Philadelphia, PA 19106",197,Japanese Restaurant
1316,8th & Market,Bubblefish,39.95345457284423,-75.15515705141259,"909 Arch St, Philadelphia, PA 19107",264,Sushi Restaurant
1317,8th & Market,QT Vietnamese Sandwich,39.95319482483924,-75.156397939643,"48 N 10th St (btw Arch St & Filbert St), Philadelphia, PA 19107",278,Vietnamese Restaurant
1318,8th & Market,EMei Restaurant,39.953607844040114,-75.15543428390275,"915 Arch St, Philadelphia, PA 19107",286,Chinese Restaurant
1319,8th & Market,Oishii Poke,39.95325279099334,-75.1561913482706,"938 Arch St, Philadelphia, PA 19107",274,Poke Restaurant
1321,7th & South,Brauhaus Schmitz,39.94217699094252,-75.15466697508847,"718 South St (at 8th St), Philadelphia, PA 19147",60,German Restaurant
1322,7th & South,Vegan Tree,39.942135237513604,-75.1546661217999,"742 South St, Philadelphia, PA 19147, Philadelphia, PA 19147",61,Vegan and Vegetarian Restaurant
1326,7th & South,Chapterhouse Cafe & Gallery,39.94182815564492,-75.1573325427228,"620 S 9th St (at Bainbridge St.), Philadelphia, PA 19147",290,Coffee Shop
1327,7th & South,Angelina's,39.940276661299535,-75.15575145029139,"743 S 8th St, Philadelphia, PA 19147",274,Italian Restaurant
1338,"Ridge & Pensdale, Kendrick Recreation Center",Henry James Saloon,40.029182006025586,-75.20682059223898,"577 Jamestown St, Philadelphia, PA 19128",375,American Restaurant
1340,38th & Market,Han Dynasty University City,39.95658634457237,-75.19707468846718,"3711 Market St, Philadelphia, PA 19104",131,Szechuan Restaurant
1341,38th & Market,The Creative Café @ Replica,39.95663409397115,-75.1969176744191,"3711 Chestnut St., Philadelphia, PA 19104",145,Coffee Shop
1343,38th & Market,Corner Bakery Cafe,39.956685812190706,-75.19696402120832,"3737 Market St, Philadelphia, PA 19104",141,American Restaurant
1344,38th & Market,Ochatto Hotpot,39.955331003147634,-75.1974355719883,"3717 Chestnut St, Philadelphia, PA 19104",175,Hotpot Restaurant
1347,38th & Market,Dim Sum House by Jane G's,39.95573081701866,-75.20180941375598,"3939 Chestnut St (40th and Chestnut), Philadelphia, PA 19104",289,Chinese Restaurant
1349,38th & Market,Sitar India Restaurant,39.95531864138066,-75.19850189776636,"60 S 38th St (btwn Ludlow & Chestnut), Philadelphia, PA 19104",144,Indian Restaurant
1350,Front & Carpenter,For Pete's Sake,39.93556320232765,-75.14532308457342,"900 S Front St (Christian St), Philadelphia, PA 19147",123,American Restaurant
1354,Front & Carpenter,Pho Saigon,39.93282996296366,-75.14423914387288,"1100 S Columbus Blvd (at Washington Ave.), Philadelphia, PA 19147",205,Vietnamese Restaurant
1357,Front & Carpenter,Philadelphia Java Company,39.93610510483682,-75.14690020243661,"852 S 2nd St (at Christian St), Philadelphia, PA 19147",223,Coffee Shop
1359,Front & Carpenter,Ginza Sushi and Ramen,39.93245662597854,-75.14618406744918,"1100 S Front St, Philadelphia, PA 19147",231,Japanese Restaurant
1363,45th & Baltimore,Queen of Sheba,39.94905241139346,-75.2134768092868,"4511 Baltimore Ave (at 45th St), Philadelphia, PA 19143",59,Bar
1364,45th & Baltimore,Gojjo,39.948912099715514,-75.21414135614643,"4540 Baltimore Ave, Philadelphia, PA 19143",116,Ethiopian Restaurant
1365,45th & Baltimore,Desi Village Indian Restaurant,39.94907913423346,-75.21418853738255,"4527 Baltimore Ave (between 45th and 46th), Philadelphia, PA 19143",120,Indian Restaurant
1368,45th & Baltimore,Aksum,39.94882,-75.216401,"4630 Baltimore Ave, Philadelphia, PA 19143",309,Middle Eastern Restaurant
1372,20th & Fairmount,Fare,39.96727297568081,-75.17119292320437,"2028 Fairmount Ave (btw 20th St. & 21st St.), Philadelphia, PA 19130",101,American Restaurant
1377,20th & Fairmount,OCF Coffee House,39.96729012123354,-75.17246540185172,"2100 Fairmount Ave (at 21st St.), Philadelphia, PA 19130",209,Coffee Shop
1385,24th & Pennsylvania ,The Bishop's Collar,39.96743480965734,-75.17697414917197,"2349 Fairmount Ave (at 24th St), Philadelphia, PA 19130",205,Bar
1387,24th & Pennsylvania ,La Calaca Feliz,39.96763782322356,-75.17608745039246,"2321 Fairmount Ave (btwn 23rd St & 24th St), Philadelphia, PA 19130",256,Mexican Restaurant
1389,24th & Pennsylvania ,A Mano,39.96713333117579,-75.17527112771288,"2244 Fairmount Ave, Philadelphia, PA 19130",260,Italian Restaurant
1391,30th Street Station East,Taco Bell,39.955681,-75.181949,"2951 Market St, Philadelphia, PA 19104",127,Fast Food Restaurant
1392,30th Street Station East,Beck's Cajun Cafe,39.95544178975986,-75.18215844362064,"2955 Market St, Philadelphia, PA 19104",124,Cajun and Creole Restaurant
1430,18th & Walnut,The Love,39.95077944503111,-75.17090857028961,"130 S 18th St (Sansom), Philadelphia, PA 19103",62,New American Restaurant
1432,18th & Walnut,A.Bar,39.95018,-75.170581,"135 S 18th St, Philadelphia, PA 19103",59,Cocktail Bar
1434,18th & Walnut,The Dandelion,39.951038522168545,-75.17068929970264,"124 S 18th St (at Sansom St), Philadelphia, PA 19103",96,English Restaurant
1435,18th & Walnut,HipCityVeg,39.950802,-75.170486,"127 S 18th St (at Sansom St), Philadelphia, PA 19103",87,Vegan and Vegetarian Restaurant
1437,18th & Walnut,Bar Bombón,39.95066488333507,-75.17056418542035,"133 S 18th St (18th & Moravian), Philadelphia, PA 19103",72,Latin American Restaurant
1438,18th & Walnut,Rouge,39.949704,-75.17072,"205 S 18th St (btwn Walnut and Locust), Philadelphia, PA 19103",79,Seafood Restaurant
1439,18th & Walnut,La Colombe Coffee Roasters,39.950775735558906,-75.17227547043973,"130 S 19th St (btwn Sansom & Walnut St), Philadelphia, PA 19103",101,Coffee Shop
1442,Del. River Trail & Penn St.,Druid's Keep,39.9628465125504,-75.14002461342288,"149 Brown St, Philadelphia, PA 19123",331,Bar
1446,Del. River Trail & Penn St.,Bourbon & Branch,39.96207900303526,-75.14112050217588,"705 N 2nd St, Philadelphia, PA 19123",402,Restaurant
1447,Del. River Trail & Penn St.,Jerry's Bar,39.96510109416032,-75.138906973813,"129 W Laurel St (at New Market), Philadelphia, PA 19123",428,Bar
1451,54th & Cedar,Booker's Restaurant & Bar,39.947997946731576,-75.22430911859367,"5021 Baltimore Ave (51st St.), Philadelphia, PA 19143",612,Southern Food Restaurant
1455,54th & Cedar,Brown Sugar Bakery & Cafe,39.956472693718695,-75.22550884791522,"219 S 52nd St (at Chancellor St.), Philadelphia, PA 19139",736,Caribbean Restaurant
1460,20th & Cuthbert,Thanal Indian Tavern,39.95568425250386,-75.17255870765372,"1939 Arch St, Philadelphia, PA 19103",99,Indian Restaurant
1462,20th & Cuthbert,Starbucks,39.95335453,-75.1730728,"1900 Market St (at 20th St), Philadelphia, PA 19103",166,Coffee Shop
1463,20th & Cuthbert,Vernick Coffee Bar,39.9551000022471,-75.17077723145087,"1800 Arch St, Philadelphia, PA 19103",189,Coffee Shop
1466,20th & Cuthbert,Vernick Fish,39.955296,-75.170268,"1 N 19th St, Philadelphia, PA 19103",236,Seafood Restaurant
1467,20th & Cuthbert,JG SkyHigh,39.955001,-75.170112,"1 N 19th St Fl 60, Philadelphia, PA 19103",244,Restaurant
1472,17th & JFK,Sweetgreen,39.95310123375468,-75.16731901107282,"1601 Market St (16th Street), Philadelphia, PA 19103",114,Salad Restaurant
1474,17th & JFK,Passero's,39.95504678175522,-75.16791842610488,"Suburban Station, Philadelphia, PA 19123",111,Coffee Shop
1476,17th & JFK,Capriccio Cafe,39.95528463080057,-75.16668257276343,"110 N 16th St (at Benjamin Franklin Pkwy), Philadelphia, PA 19102",168,Café
1479,17th & JFK,JG SkyHigh,39.955001,-75.170112,"1 N 19th St Fl 60, Philadelphia, PA 19103",221,Restaurant
1483,Dornsife Center,Jollie's West,39.96020674442674,-75.19719146840866,"3800 Lancaster Ave (at 38th St), Philadelphia, PA 19104",377,Hookah Bar
1485,Dornsife Center,Green Line Powelton Village,39.95933659577614,-75.1949809788369,"3649 Lancaster Ave (at 37th St & Powelton Ave), Philadelphia, PA 19104",380,Coffee Shop
1486,Dornsife Center,Chengdu Famous Food,39.959240689356236,-75.19446254211044,"3635 Lancaster Ave, Philadelphia, PA 19104",386,Chinese Restaurant
1489,Dornsife Center,Savas Brick Oven Pizza,39.95816477449976,-75.19285437290878,"3505 Lancaster Ave, Philadelphia, PA 19104",517,Bar
1495,"51st & Regent, Kingsessing Library",Little Delicious,39.94160911885587,-75.2123705788031,"4821 Woodland Ave, Philadelphia, PA 19143",513,Caribbean Restaurant
1497,"51st & Regent, Kingsessing Library",Wei Chong Wei Chinese Store,39.93937318585777,-75.21772831060565,"1450 S 52nd St, Philadelphia, PA 19143",298,Chinese Restaurant
1501,3rd & Girard,One Shot Cafe,39.967631,-75.1407,"217 W George St (at American St), Philadelphia, PA 19123",262,Café
1502,3rd & Girard,3rd & Girard,39.9696209919115,-75.14183511030566,"1176 N 3rd St (W. Girard Ave), Philadelphia, PA 19123",24,Bar
1504,3rd & Girard,Reanimator Coffee,39.97244167095113,-75.14115157563333,"310 W Master St (at Germantown Ave), Philadelphia, PA 19122",294,Café
1505,3rd & Girard,Apricot Stone,39.967402573897,-75.14109220678496,"426 W Girard Ave (btwn W George St & W Wildey St), Philadelphia, PA 19123",277,Mediterranean Restaurant
1507,3rd & Girard,Streetside,39.969526500503,-75.13864599205364,"165 W Girard Ave, Philadelphia, PA 19123",270,Vietnamese Restaurant
1508,3rd & Girard,Taco Riendo,39.971460413774864,-75.14467287666268,"1301 N 5th St (at Thompson St.), Philadelphia, PA 19122",303,Taco Restaurant
1509,3rd & Girard,Baan Thai,39.96718594081968,-75.1411644949396,"1030 N American St, Philadelphia, PA 19123",299,Thai Restaurant
1521,"Spring Garden Station, MFL",The Kettle Black,39.9616757294182,-75.14110110338268,"631 N 2nd St, Philadelphia, PA 19123",165,Coffee Shop
1522,"Spring Garden Station, MFL",Bourbon & Branch,39.96207900303526,-75.14112050217588,"705 N 2nd St, Philadelphia, PA 19123",206,Restaurant
1523,"Spring Garden Station, MFL",Seiko Japanese Restaurant,39.96119,-75.14156,"604 N 2nd St (at Green St), Philadelphia, PA 19123",148,Japanese Restaurant
1524,"Spring Garden Station, MFL",The Bridge,39.959654981893515,-75.13948277614372,"100 Spring Garden St, Philadelphia, PA 19123",99,Bar
1533,17th & Green,Kelliann's Bar & Grill,39.963014,-75.164509,"1549 Spring Garden St, Philadelphia, PA 19130",187,Dive Bar
1536,17th & Green,Kansai,39.96302710496029,-75.16928733955586,"1822 Spring Garden St (18th), Philadelphia, PA 19130",330,Japanese Restaurant
1539,17th & Green,Osteria,39.965029,-75.161056,"640 N Broad St, Philadelphia, PA 19130",412,Italian Restaurant
1541,"21st & Winter, Franklin Institute",Peddler Coffee,39.9582878249093,-75.17422193303025,"2100 Spring St (at N 21st St), Philadelphia, PA 19103",78,Coffee Shop
1551,4th & Bainbridge,Southwark,39.940547842044666,-75.14934308574003,"701 S 4th St (at Bainbridge St.), Philadelphia, PA 19147",21,Cocktail Bar
1556,4th & Bainbridge,OX Coffee,39.94099138360062,-75.14773841446954,"616 S 3rd St (South st), Philadelphia, PA 19147",162,Coffee Shop
1557,4th & Bainbridge,Marrakesh,39.941949898949986,-75.14954396983812,"517 S Leithgow St (btwn 4th St & 5th St), Philadelphia, PA 19147",148,Moroccan Restaurant
1558,4th & Bainbridge,Nora's Taqueria & Grill,39.94118073892439,-75.14734003218132,"248 South St (at S 3rd St), Philadelphia, PA 19147",201,Mexican Restaurant
1559,4th & Bainbridge,Tattooed Mom,39.94186888396725,-75.15188034038363,"530 South St (btw 5th and 6th), Philadelphia, PA 19147",240,Bar
1560,Fitzwater & Juniper,Quetzally Mexican Food,39.941602357178446,-75.16314433413895,"1225 Fitzwater St (at S 12th St), Philadelphia, PA 19147",159,Mexican Restaurant
1564,Fitzwater & Juniper,Sawatdee,39.94390919808878,-75.16727502499022,"534 S 15th St (at 15th St), Philadelphia, PA 19146",314,Thai Restaurant
1565,Fitzwater & Juniper,Bob & Barbara's Cocktail Lounge,39.94398386095084,-75.16757995945206,"1509 South St (at 15th St), Philadelphia, PA 19146",337,Dive Bar
1566,Fitzwater & Juniper,The Quick Fixx,39.94398018082709,-75.16764468637469,"1511 South St, Philadelphia, PA 19146",340,Italian Restaurant
1568,Fitzwater & Juniper,Wine Dive,39.94378756484492,-75.16758320379034,"1506 South St (at S 15th St), Philadelphia, PA 19146",321,Wine Bar
1569,Fitzwater & Juniper,Jet Wine Bar,39.94405195242865,-75.16801364114593,"1525 South St (btwn 15th & 16th Sts), Philadelphia, PA 19146",367,Wine Bar
1573,25th & Wharton,Madira Bar and Grill,39.935919042089644,-75.17915905287052,"1252 S 21st St, Philadelphia, PA 19146",604,Indian Restaurant
1577,25th & Wharton,Twin dragon,39.93439816406175,-75.18967876679093,"27th & dickinson, Philadelphia, PA 19146",377,Chinese Restaurant
1579,25th & Wharton,Krunch Inn,39.935700565815516,-75.19057942879118,"1401 S 28th St (28th and Reed), Philadelphia, PA 19146",383,Bar
1580,20th & Sansom,Wilder,39.95151033971078,-75.17405428325212,"2009 Sansom St, Philadelphia, PA 19103",21,New American Restaurant
1582,20th & Sansom,Village Whiskey,39.95128529751654,-75.17364332772435,"118 S 20th St (at Sansom St), Philadelphia, PA 19103",25,Whisky Bar
1583,20th & Sansom,Vic Sushi Bar,39.95147676145491,-75.17494806114004,"2035 Sansom St, Philadelphia, PA 19103",87,Sushi Restaurant
1587,20th & Sansom,Vernick Food & Drink,39.950656609366234,-75.17492740552193,"2031 Walnut St (at S 20th St), Philadelphia, PA 19103",113,American Restaurant
1588,20th & Sansom,Almaz Cafe,39.95067716891859,-75.17380949105907,"140 S 20th St (at Walnut St.), Philadelphia, PA 19103",74,Ethiopian Restaurant
1589,20th & Sansom,El Rey,39.9522504,-75.1740503,"2013 Chestnut St (at 20th St), Philadelphia, PA 19103",101,Mexican Restaurant
1590,34th & Arch,Saxbys Coffee,39.957401826691296,-75.19077431569846,"65 N 34th St (at Lancaster Ave), Philadelphia, PA 19104",48,Coffee Shop
1598,34th & Arch,Savas Brick Oven Pizza,39.95816477449976,-75.19285437290878,"3505 Lancaster Ave, Philadelphia, PA 19104",179,Bar
1602,"7th & Race, Franklin Square",Terakawa Ramen,39.955403963762315,-75.15440488682123,"204 N 9th St (btwn Race & Spring St), Philadelphia, PA 19107",268,Ramen Restaurant
1605,"7th & Race, Franklin Square",Sang Kee Peking Duck House,39.95644347292135,-75.15402667490855,"238 N 9th St, Philadelphia, PA 19107",278,Chinese Restaurant
1607,"7th & Race, Franklin Square",Rays Cafe & Tea House Inc.,39.954662224486576,-75.1544034783728,"141 N 9th St, Philadelphia, PA 19107",270,Asian Restaurant
1608,"7th & Race, Franklin Square",Bubblefish,39.95345457284423,-75.15515705141259,"909 Arch St, Philadelphia, PA 19107",376,Sushi Restaurant
1609,"7th & Race, Franklin Square",EMei Restaurant,39.953607844040114,-75.15543428390275,"915 Arch St, Philadelphia, PA 19107",389,Chinese Restaurant
1617,38th & Spruce,Mexi-Philly,39.95125407502779,-75.19777421614793,"36th & Spruce St, Philadelphia, PA 19104",157,Mexican Restaurant
1618,38th & Spruce,Just Salad,39.951063108462186,-75.19857889756834,"3728 Spruce St (at S 38th St), Philadelphia, PA 19104",90,Salad Restaurant
1625,23rd & South,Rival Bros Coffee,39.94653993759493,-75.18068102034958,"2400 Lombard St (at S 24th St), Philadelphia, PA 19146",163,Coffee Shop
1627,23rd & South,Cafe Lutecia,39.946495276471666,-75.1795368098496,"2301 Lombard St (at 23rd St), Philadelphia, PA 19146",136,Café
1628,23rd & South,Starbucks,39.945399929737015,-75.17869300145473,"2201 South St, Philadelphia, PA 19146",87,Coffee Shop
1631,Amtrak 30th Street Station,Gigi's Caribbean Soul Food,39.954351044156,-75.18378310050704,"1-49 S 30th St (at Chestnut St), Philadelphia, PA 19104",62,Southern Food Restaurant
